Timestamp,Accel_X,Accel_Y,Gyro_Z,Mag_X,Mag_Y,GPS_x,GPS_Y,Calc_Accel_X,Calc_Accel_Y,Calc_Gyro_Z,Calc_Mag_X_Y,Filter_value,Alfa
95987,15552,-397,-201,-6129,843,-1796,4634.6646,02422.5606,4.66,-0.12,-0.03,-1.6131561908522243,-1.6129352906591403
95992,15820,-479,-513,-6129,843,-1796,4634.6646,02422.5606,4.74,-0.14,-0.07,-1.6138141188515214,-1.6129352906591403
95996,15547,-152,-376,-6129,843,-1796,4634.6646,02422.5606,4.65,-0.05,-0.05,-1.6137997728657263,-1.6129352906591403
96011,15649,-323,-679,-6129,843,-1796,4634.6646,02422.5606,4.68,-0.10,-0.09,-1.6143022031346919,-1.6129352906591403
96016,15817,-421,-955,-6129,843,-1796,4634.6646,02422.5606,4.74,-0.13,-0.13,-1.614996431266205,-1.6129352906591403
96021,16144,-458,-1115,-6129,843,-1796,4634.6646,02422.5606,4.83,-0.14,-0.15,-1.615501508420434,-1.6129352906591403
96025,15932,-408,-989,-6129,843,-1796,4634.6646,02422.5606,4.77,-0.12,-0.13,-1.6154179326173788,-1.6129352906591403
96040,16026,-98,-1083,-6129,843,-1796,4634.6646,02422.5606,4.80,-0.03,-0.14,-1.6154978885130598,-1.6129352906591403
96045,16172,-128,-1318,-6129,843,-1796,4634.6646,02422.5606,4.84,-0.04,-0.18,-1.6160244211988177,-1.6129352906591403
96049,15972,-110,-996,-6129,843,-1796,4634.6646,02422.5606,4.78,-0.03,-0.13,-1.6155600911644554,-1.6129352906591403
96054,15972,-76,-1191,-6129,843,-1796,4634.6646,02422.5606,4.78,-0.02,-0.16,-1.6157521638457648,-1.6129352906591403
96141,15707,-99,-1453,-6115,838,-1719,4634.6646,02422.5606,4.70,-0.03,-0.19,-1.6171245872574502,-1.614435838838671
96194,16320,138,-365,-6115,838,-1719,4634.6646,02422.5606,4.89,0.04,-0.05,-1.6158265457878969,-1.614435838838671
96254,15558,54,147,-6095,829,-1692,4634.6646,02422.5606,4.66,0.02,0.02,-1.6156682472724817,-1.6164297977724291
96303,16535,413,-423,-6095,829,-1692,4634.6646,02422.5606,4.95,0.12,-0.06,-1.6166412016560616,-1.6164297977724291
96375,16515,371,-1149,-6145,909,-1741,4634.6646,02422.5606,4.94,0.11,-0.15,-1.6075917774080966,-1.5994392764307912
96448,17768,-338,-2054,-6186,862,-1751,4634.6646,02422.5606,5.32,-0.10,-0.27,-1.6119615490792973,-1.6095684998411541
96494,17925,1199,-1673,-6186,862,-1751,4634.6646,02422.5606,5.37,0.36,-0.22,-1.6129539749549848,-1.6095684998411541
96562,14036,-1028,-1737,-6215,860,-1641,4634.6646,02422.5606,4.20,-0.31,-0.23,-1.6142550275969014,-1.6108873370279895
96594,15697,317,-651,-6215,860,-1641,4634.6646,02422.5606,4.70,0.09,-0.09,-1.6129254428349833,-1.6108873370279895
96669,14608,180,39,-6218,844,-1668,4634.6646,02422.5606,4.37,0.05,0.01,-1.61309905429668,-1.6140603795834438
96710,14164,-468,-802,-6207,902,-1688,4634.6646,02422.5606,4.24,-0.14,-0.11,-1.6070549123643374,-1.6017528218341592
96750,15087,-425,-1246,-6207,902,-1688,4634.6646,02422.5606,4.52,-0.13,-0.17,-1.6055062909804199,-1.6017528218341592
96783,14804,124,-1114,-6207,902,-1688,4634.6646,02422.5606,4.43,0.04,-0.15,-1.6046389467716073,-1.6017528218341592
96787,14507,126,-1318,-6200,882,-1771,4634.6646,02422.5606,4.34,0.04,-0.18,-1.6069099360720194,-1.6053414431183681
96792,14481,-44,-1139,-6200,882,-1771,4634.6646,02422.5606,4.34,-0.01,-0.15,-1.607371995157011,-1.6053414431183681
96797,14419,22,-1128,-6200,882,-1771,4634.6646,02422.5606,4.32,0.01,-0.15,-1.6075328744264006,-1.6053414431183681
96811,14587,161,-911,-6200,882,-1771,4634.6646,02422.5606,4.37,0.05,-0.12,-1.6071935103539094,-1.6053414431183681
96816,14666,52,-1044,-6200,882,-1771,4634.6646,02422.5606,4.39,0.02,-0.14,-1.6073097295111152,-1.6053414431183681
96821,14963,111,-830,-6200,882,-1771,4634.6646,02422.5606,4.48,0.03,-0.11,-1.6069550041424558,-1.6053414431183681
96825,14993,91,-863,-6200,882,-1771,4634.6646,02422.5606,4.49,0.03,-0.11,-1.6068101167903348,-1.6053414431183681
96840,15362,226,-662,-6200,882,-1771,4634.6646,02422.5606,4.60,0.07,-0.09,-1.6064885693493653,-1.6053414431183681
96845,15656,198,-401,-6200,882,-1771,4634.6646,02422.5606,4.69,0.06,-0.05,-1.6058455187346465,-1.6053414431183681
96849,15632,176,-430,-6200,882,-1771,4634.6646,02422.5606,4.68,0.05,-0.06,-1.6057276277501507,-1.6053414431183681
96854,15429,62,-320,-6200,882,-1771,4634.6646,02422.5606,4.62,0.02,-0.04,-1.6054235647160133,-1.6053414431183681
96869,15988,-24,16,-6200,882,-1771,4634.6646,02422.5606,4.79,-0.01,0.00,-1.6047942779639293,-1.6053414431183681
96873,15777,97,334,-6200,882,-1771,4634.6646,02422.5606,4.72,0.03,0.04,-1.6040463362112227,-1.6053414431183681
96878,15884,-58,204,-6187,833,-1759,4634.6646,02422.5606,4.76,-0.02,0.03,-1.6102800092856568,-1.6155945126785327
96882,15925,20,393,-6187,833,-1759,4634.6646,02422.5606,4.77,0.01,0.05,-1.6124140616739275,-1.6155945126785327
96897,16134,-38,591,-6187,833,-1759,4634.6646,02422.5606,4.83,-0.01,0.08,-1.612856335751316,-1.6155945126785327
96902,16435,-265,629,-6187,833,-1759,4634.6646,02422.5606,4.92,-0.08,0.08,-1.61304181372788,-1.6155945126785327
96906,16630,-244,661,-6187,833,-1759,4634.6646,02422.5606,4.98,-0.07,0.09,-1.6130005493092439,-1.6155945126785327
96911,16517,-47,659,-6187,833,-1759,4634.6646,02422.5606,4.94,-0.01,0.09,-1.6130023493930723,-1.6155945126785327
96926,16715,-23,467,-6187,833,-1759,4634.6646,02422.5606,5.00,-0.01,0.06,-1.6134058027141744,-1.6155945126785327
96930,16880,-166,734,-6187,833,-1759,4634.6646,02422.5606,5.05,-0.05,0.10,-1.613059043395975,-1.6155945126785327
96935,16981,-107,451,-6187,833,-1759,4634.6646,02422.5606,5.08,-0.03,0.06,-1.6134588751230665,-1.6155945126785327
96939,16871,-95,600,-6187,833,-1759,4634.6646,02422.5606,5.05,-0.03,0.08,-1.6133673164268563,-1.6155945126785327
96954,17202,68,258,-6187,833,-1759,4634.6646,02422.5606,5.15,0.02,0.03,-1.6139899719384514,-1.6155945126785327
96959,17443,55,307,-6187,833,-1759,4634.6646,02422.5606,5.22,0.02,0.04,-1.6141075120175756,-1.6155945126785327
96963,17632,-10,356,-6187,833,-1759,4634.6646,02422.5606,5.28,-0.00,0.05,-1.6140334055386103,-1.6155945126785327
96968,17686,92,61,-6187,833,-1759,4634.6646,02422.5606,5.29,0.03,0.01,-1.6145297239140823,-1.6155945126785327
96983,18416,-88,-63,-6185,855,-1755,4634.6646,02422.5606,5.51,-0.03,-0.01,-1.612124728582672,-1.6110030205415047
96987,18738,-102,-158,-6185,855,-1755,4634.6646,02422.5606,5.61,-0.03,-0.02,-1.61133696503238,-1.6110030205415047
96992,18426,-304,-16,-6185,855,-1755,4634.6646,02422.5606,5.52,-0.09,-0.00,-1.6107801331166047,-1.6110030205415047
96997,18706,112,-283,-6185,855,-1755,4634.6646,02422.5606,5.60,0.03,-0.04,-1.6110851033647193,-1.6110030205415047
97011,18633,-808,-408,-6185,855,-1755,4634.6646,02422.5606,5.58,-0.24,-0.05,-1.6113282605333406,-1.6110030205415047
97016,18642,-774,-216,-6185,855,-1755,4634.6646,02422.5606,5.58,-0.23,-0.03,-1.6111610241078098,-1.6110030205415047
97021,18698,-783,-480,-6185,855,-1755,4634.6646,02422.5606,5.60,-0.23,-0.06,-1.611482191993725,-1.6110030205415047
97025,18225,-720,-407,-6185,855,-1755,4634.6646,02422.5606,5.46,-0.22,-0.05,-1.6114718768063598,-1.6110030205415047
97040,19157,-505,-705,-6185,855,-1755,4634.6646,02422.5606,5.74,-0.15,-0.09,-1.611978737961171,-1.6110030205415047
97045,19355,-451,-687,-6185,855,-1755,4634.6646,02422.5606,5.79,-0.14,-0.09,-1.6121637487369287,-1.6110030205415047
97050,19564,8,-1068,-6185,855,-1755,4634.6646,02422.5606,5.86,0.00,-0.14,-1.6128682758225739,-1.6110030205415047
97054,20057,261,-919,-6185,855,-1755,4634.6646,02422.5606,6.00,0.08,-0.12,-1.6128651001924472,-1.6110030205415047
97141,20568,840,-1504,-6185,855,-1755,4634.6646,02422.5606,6.16,0.25,-0.20,-1.6138792669190427,-1.6110030205415047
97194,15364,-172,-1949,-6249,862,-1646,4634.6650,02422.5610,4.60,-0.05,-0.26,-1.6147881251159375,-1.6106397249689777
97254,16737,659,587,-6235,825,-1750,4634.6650,02422.5610,5.01,0.20,0.08,-1.6150355224510677,-1.6175509858598056
97303,14674,-488,2030,-6235,825,-1750,4634.6650,02422.5610,4.39,-0.15,0.27,-1.6127047652379278,-1.6175509858598056
97375,13667,355,1140,-6186,850,-1733,4634.6650,02422.5610,4.09,0.11,0.15,-1.6100703116269541,-1.6122020880442494
97448,13726,942,-1331,-6186,850,-1733,4634.6650,02422.5610,4.11,0.28,-0.18,-1.6133287080492362,-1.6122020880442494
97494,14309,717,-1596,-6160,908,-1689,4634.6650,02422.5610,4.28,0.21,-0.21,-1.607418400714549,-1.6001154912021054
97562,14899,261,-1143,-6191,879,-1753,4634.6650,02422.5610,4.46,0.08,-0.15,-1.6080423339246648,-1.6060254067267743
97594,17476,548,-513,-6191,879,-1753,4634.6650,02422.5610,5.23,0.16,-0.07,-1.607236862573871,-1.6060254067267743
97669,18912,520,-485,-6208,883,-1703,4634.6650,02422.5610,5.66,0.16,-0.06,-1.6065524769383999,-1.6056340423662334
97710,21361,-257,-303,-6208,883,-1703,4634.6650,02422.5610,6.40,-0.08,-0.04,-1.6060308014107567,-1.6056340423662334
97750,16256,-752,-1354,-6246,850,-1745,4634.6650,02422.5610,4.87,-0.23,-0.18,-1.6118765348169535,-1.6124603339685222
97783,14043,-1145,-1607,-6246,850,-1745,4634.6650,02422.5610,4.20,-0.34,-0.21,-1.6144747844396112,-1.6124603339685222
97787,15165,-585,-564,-6215,848,-1728,4634.6650,02422.5610,4.54,-0.18,-0.08,-1.6139939161080799,-1.612815448004865
97792,15315,55,-323,-6215,848,-1728,4634.6650,02422.5610,4.58,0.02,-0.04,-1.6132904608034542,-1.612815448004865
97797,14833,-86,-20,-6215,848,-1728,4634.6650,02422.5610,4.44,-0.03,-0.00,-1.6125075760879322,-1.612815448004865
97811,14969,105,375,-6215,848,-1728,4634.6650,02422.5610,4.48,0.03,0.05,-1.61157140718367,-1.612815448004865
97816,14747,215,601,-6215,848,-1728,4634.6650,02422.5610,4.41,0.06,0.08,-1.6108404957195388,-1.612815448004865
97821,14643,293,675,-6215,848,-1728,4634.6650,02422.5610,4.38,0.09,0.09,-1.6104489594718112,-1.612815448004865
97825,14557,349,865,-6215,848,-1728,4634.6650,02422.5610,4.36,0.10,0.12,-1.6099313107215407,-1.612815448004865
97840,13748,524,912,-6215,848,-1728,4634.6650,02422.5610,4.12,0.16,0.12,-1.609754879479094,-1.612815448004865
97844,13739,705,737,-6215,848,-1728,4634.6650,02422.5610,4.11,0.21,0.10,-1.6099655125228358,-1.612815448004865
97849,13657,546,661,-6215,848,-1728,4634.6650,02422.5610,4.09,0.16,0.09,-1.6101925277418077,-1.612815448004865
97853,13544,556,452,-6215,848,-1728,4634.6650,02422.5610,4.05,0.17,0.06,-1.6106811793080464,-1.612815448004865
97868,13628,273,-230,-6215,848,-1728,4634.6650,02422.5610,4.08,0.08,-0.03,-1.6120363198288399,-1.612815448004865
97873,13829,49,-226,-6215,848,-1728,4634.6650,02422.5610,4.14,0.01,-0.03,-1.612553575324751,-1.612815448004865
97877,13837,209,-669,-6215,848,-1728,4634.6650,02422.5610,4.14,0.06,-0.09,-1.6135216481898598,-1.612815448004865
97882,13697,-21,-618,-6215,848,-1728,4634.6650,02422.5610,4.10,-0.01,-0.08,-1.6137542925523691,-1.612815448004865
97897,13210,-194,-945,-6223,892,-1723,4634.6650,02422.5610,3.95,-0.06,-0.13,-1.6088271500592255,-1.6037316502691272
97901,13039,-357,-1029,-6223,892,-1723,4634.6650,02422.5610,3.90,-0.11,-0.14,-1.6070599160900856,-1.6037316502691272
97906,12938,-356,-1179,-6223,892,-1723,4634.6650,02422.5610,3.87,-0.11,-0.16,-1.6066269679927072,-1.6037316502691272
97911,12715,-289,-1046,-6223,892,-1723,4634.6650,02422.5610,3.81,-0.09,-0.14,-1.6061871797539926,-1.6037316502691272
97926,12590,-260,-1218,-6223,892,-1723,4634.6650,02422.5610,3.77,-0.08,-0.16,-1.6062616472139988,-1.6037316502691272
97930,12545,-269,-1316,-6223,892,-1723,4634.6650,02422.5610,3.76,-0.08,-0.18,-1.6065299499121355,-1.6037316502691272
97935,12529,-696,-1228,-6223,892,-1723,4634.6650,02422.5610,3.75,-0.21,-0.16,-1.6063558002903167,-1.6037316502691272
97940,12732,-565,-1441,-6223,892,-1723,4634.6650,02422.5610,3.81,-0.17,-0.19,-1.6066580137948208,-1.6037316502691272
97955,13458,-420,-1242,-6223,892,-1723,4634.6650,02422.5610,4.03,-0.13,-0.17,-1.6064958316087354,-1.6037316502691272
97959,13145,-253,-1424,-6223,892,-1723,4634.6650,02422.5610,3.94,-0.08,-0.19,-1.606673161454859,-1.6037316502691272
97964,13585,-9,-1296,-6223,892,-1723,4634.6650,02422.5610,4.07,-0.00,-0.17,-1.6064636903798215,-1.6037316502691272
97969,13699,-171,-1251,-6223,892,-1723,4634.6650,02422.5610,4.10,-0.05,-0.17,-1.6063664060490737,-1.6037316502691272
97983,13274,115,-1279,-6223,892,-1723,4634.6650,02422.5610,3.97,0.03,-0.17,-1.606312162279386,-1.6037316502691272
97988,13425,162,-992,-6223,892,-1723,4634.6650,02422.5610,4.02,0.05,-0.13,-1.6057606206911785,-1.6037316502691272
97993,13362,-25,-1287,-6163,885,-1755,4634.6650,02422.5610,4.00,-0.01,-0.17,-1.6065646433669927,-1.6045546144274885
97997,13372,-9,-1305,-6163,885,-1755,4634.6650,02422.5610,4.00,-0.00,-0.17,-1.6068551386559857,-1.6045546144274885
98012,13785,-73,-1151,-6163,885,-1755,4634.6650,02422.5610,4.13,-0.02,-0.15,-1.6066926912579553,-1.6045546144274885
98017,13992,-24,-1240,-6163,885,-1755,4634.6650,02422.5610,4.19,-0.01,-0.17,-1.606874086732407,-1.6045546144274885
98022,14203,-31,-1454,-6163,885,-1755,4634.6650,02422.5610,4.25,-0.01,-0.19,-1.6071842139947328,-1.6045546144274885
98026,14499,237,-824,-6163,885,-1755,4634.6650,02422.5610,4.34,0.07,-0.11,-1.6062561169659053,-1.6045546144274885
98041,14896,-54,-1038,-6163,885,-1755,4634.6650,02422.5610,4.46,-0.02,-0.14,-1.6062795633601914,-1.6045546144274885
98046,15204,-2,-843,-6163,885,-1755,4634.6650,02422.5610,4.55,-0.00,-0.11,-1.6058915410944683,-1.6045546144274885
98050,15216,-28,-868,-6163,885,-1755,4634.6650,02422.5610,4.56,-0.01,-0.12,-1.6058645302084187,-1.6045546144274885
98055,15763,-147,-856,-6163,885,-1755,4634.6650,02422.5610,4.72,-0.04,-0.11,-1.6057171570149718,-1.6045546144274885
98141,16448,-22,-616,-6163,885,-1755,4634.6650,02422.5610,4.92,-0.01,-0.08,-1.6052683137718062,-1.6045546144274885
98194,18294,889,-191,-6233,887,-1769,4634.6655,02422.5616,5.48,0.27,-0.03,-1.6044451238831188,-1.6045442692035434
98254,19979,-269,591,-6230,872,-1678,4634.6655,02422.5616,5.98,-0.08,0.08,-1.6050190095959846,-1.608237509660102
98303,20204,248,-1960,-6230,872,-1678,4634.6655,02422.5616,6.05,0.07,-0.26,-1.6096256032181437,-1.608237509660102
98375,14000,86,-3233,-6257,843,-1688,4634.6655,02422.5616,4.19,0.03,-0.43,-1.617338311309044,-1.6143408052410066
98448,13667,1353,552,-6257,843,-1688,4634.6655,02422.5616,4.09,0.41,0.07,-1.6138088766368461,-1.6143408052410066
98494,14590,1058,1793,-6207,768,-1764,4634.6655,02422.5616,4.37,0.32,0.24,-1.6195321542538088,-1.6291897669811404
98562,12857,-555,662,-6181,830,-1766,4634.6655,02422.5616,3.85,-0.17,0.09,-1.6155716703002454,-1.6161462764179446
98594,13082,254,-1144,-6181,830,-1766,4634.6655,02422.5616,3.92,0.08,-0.15,-1.617162433433005,-1.6161462764179446
98668,13165,245,-1265,-6141,833,-1869,4634.6655,02422.5616,3.94,0.07,-0.17,-1.6170675390688347,-1.6146252243268948
