Timestamp,Accel_X,Accel_Y,Gyro_Z,Mag_X,Mag_Y,GPS_x,GPS_Y,Calc_Accel_X,Calc_Accel_Y,Calc_Gyro_Z,Calc_Mag_X_Y
7176,12748,-476,-6561,-2747,2637,24.00,0.00,3.816463623046875,-0.142503662109375,-50.05645751953125,-0.8058262277290194
7211,9904,-236,-3875,-2280,2526,24.00,0.00,2.9650341796875,-0.07065307617187501,-29.56390380859375,-0.7342567783761638
7246,8194,-828,-4427,-2280,2526,24.00,0.00,2.4530987548828125,-0.247884521484375,-33.77532958984375,-0.7342567783761638
7281,6980,315,-4934,-2280,2526,24.00,0.00,2.089654541015625,0.09430389404296875,-37.6434326171875,-0.7342567783761638
7316,6607,-999,-7076,-1951,2457,24.00,0.00,1.977986755371094,-0.29907806396484377,-53.985595703125,-0.6711071287590807
7350,6930,820,-7967,-1951,2457,24.00,0.00,2.0746856689453126,0.24548950195312502,-60.78338623046875,-0.6711071287590807
7383,7718,1112,-6258,-1951,2457,24.00,0.00,2.3105950927734376,0.33290771484375004,-47.7447509765625,-0.6711071287590807
7416,4669,-1183,-4027,-1607,2493,24.00,0.00,1.3977932739257812,-0.3541635131835938,-30.72357177734375,-0.5725731725096582
7449,3210,-293,-6720,-1607,2493,24.00,0.00,0.9610015869140626,-0.08771759033203125,-51.26953125,-0.5725731725096582
7482,4362,968,-7748,-1607,2493,24.00,0.00,1.3058843994140625,0.28979736328125,-59.112548828125,-0.5725731725096582
7515,3642,-854,-5543,-1345,2489,24.00,0.00,1.0903326416015626,-0.2556683349609375,-42.28973388671875,-0.4954256156511614
7548,643,458,-5207,-1345,2489,24.00,0.00,0.19249969482421875,0.13711486816406251,-39.72625732421875,-0.4954256156511614
7581,996,-768,-5231,-1345,2489,24.00,0.00,0.298179931640625,-0.229921875,-39.90936279296875,-0.4954256156511614
7614,485,-1935,-5105,-1266,2444,24.00,0.00,0.14519805908203126,-0.5792953491210938,-38.94805908203125,-0.4779462769667401
7647,1330,1742,-4408,-1266,2444,24.00,0.00,0.39817199707031253,0.5215155029296875,-33.63037109375,-0.4779462769667401
7680,614,-1502,-1400,-1266,2444,24.00,0.00,0.1838177490234375,-0.4496649169921875,-10.68115234375,-0.4779462769667401
7713,-1344,-532,-3044,-1303,2230,24.00,0.00,-0.40236328125000004,-0.159268798828125,-23.223876953125,-0.5287990657851119
7746,-542,-215,-4414,-1303,2230,24.00,0.00,-0.1622625732421875,-0.06436614990234375,-33.6761474609375,-0.5287990657851119
7779,-1108,580,-5675,-1303,2230,24.00,0.00,-0.33171020507812504,0.173638916015625,-43.29681396484375,-0.5287990657851119
7812,-863,2213,-7401,-1288,1929,24.00,0.00,-0.25836273193359377,0.6625222778320313,-56.46514892578125,-0.5887200493170932
7845,-213,4897,-7267,-1288,1929,24.00,0.00,-0.06376739501953126,1.4660513305664062,-55.44281005859375,-0.5887200493170932
7878,-488,3662,-5864,-1288,1929,24.00,0.00,-0.14609619140625002,1.0963201904296875,-44.73876953125,-0.5887200493170932
7912,-373,3581,-5693,-1400,1520,24.00,0.00,-0.11166778564453125,1.0720706176757813,-43.43414306640625,-0.7443253848069943
7948,193,7203,-5254,-1400,1520,160726.00,0.00,0.057779846191406255,2.156415710449219,-40.0848388671875,-0.7443253848069943
7983,1910,5776,-2297,-1400,1520,160726.00,0.00,0.5718109130859376,1.7292041015625002,-17.52471923828125,-0.7443253848069943
8018,-12,7040,94,-1549,1009,160726.00,0.00,-0.003592529296875,2.1076171875000003,0.7171630859375,-0.9934459834885409
8053,978,10521,684,-1549,1009,160726.00,0.00,0.2927911376953125,3.1497500610351565,5.218505859375,-0.9934459834885409
8088,1708,8550,2418,-1549,1009,160726.00,0.00,0.511336669921875,2.5596771240234375,18.4478759765625,-0.9934459834885409
8123,1527,9913,3264,-2063,270,160726.00,0.00,0.4571493530273438,2.967728576660156,24.90234375,-1.4406586376740764
8158,3194,12140,2654,-2063,270,160726.00,0.00,0.9562115478515626,3.6344421386718753,20.2484130859375,-1.4406586376740764
8193,4619,11943,3078,-2063,270,160726.00,0.00,1.3828244018554687,3.575464782714844,23.4832763671875,-1.4406586376740764
8228,5407,12363,3842,-2632,-188,160726.00,0.00,1.618733825683594,3.701203308105469,29.3121337890625,-1.642103791580187
8263,2582,12214,5395,-2632,-188,160726.00,0.00,0.7729925537109376,3.656596069335938,41.16058349609375,-1.642103791580187
8298,6044,12468,3409,-2632,-188,160726.00,0.00,1.809437255859375,3.732637939453125,26.00860595703125,-1.642103791580187
8333,8055,13757,2931,-3112,-353,160726.00,0.00,2.411485290527344,4.118535461425782,22.36175537109375,-1.683745423649889
8366,7836,13968,4540,-3112,-353,160726.00,0.00,2.345921630859375,4.1817041015625005,34.637451171875,-1.683745423649889
8400,11802,15000,5531,-3112,-353,160726.00,0.00,3.533252563476563,4.49066162109375,42.19818115234375,-1.683745423649889
8433,7862,13338,9856,-3493,-255,160726.00,0.00,2.3537054443359375,3.993096313476563,75.1953125,-1.6436701999660395
8466,7545,13296,8821,-3493,-255,160726.00,0.00,2.258802795410156,3.9805224609375003,67.29888916015625,-1.6436701999660395
8499,11848,12104,7015,-3493,-255,160726.00,0.00,3.54702392578125,3.62366455078125,53.52020263671875,-1.6436701999660395
8532,11169,12577,10470,-3943,58,160726.00,0.00,3.3437466430664062,3.7652700805664066,79.8797607421875,-1.5560877756060139
8565,10720,12296,10991,-3943,58,160726.00,0.00,3.2093261718750004,3.6811450195312503,83.85467529296875,-1.5560877756060139
8598,10449,9265,10418,-3943,58,160726.00,0.00,3.1281948852539063,2.7737319946289065,79.4830322265625,-1.5560877756060139
8631,12241,9383,9279,-4272,522,160726.00,0.00,3.6646792602539064,2.809058532714844,70.79315185546875,-1.449208055259481
8664,12848,9606,8531,-4272,522,160726.00,0.00,3.8464013671875,2.8758197021484375,65.08636474609375,-1.449208055259481
8697,12251,7935,8323,-4272,522,160726.00,0.00,3.667673034667969,2.375559997558594,63.49945068359375,-1.449208055259481
8730,13865,8481,7107,-4386,916,160726.00,0.00,4.150868225097656,2.5390200805664063,54.22210693359375,-1.3649093313667382
8763,15112,8573,8478,-4386,916,160726.00,0.00,4.52419189453125,2.5665628051757814,64.6820068359375,-1.3649093313667382
8796,16352,7448,9808,-4386,916,160726.00,0.00,4.895419921875,2.22976318359375,74.8291015625,-1.3649093313667382
8829,13989,5889,11154,-4394,1349,160726.00,0.00,4.187991027832031,1.7630337524414064,85.0982666015625,-1.2729212154675393
8862,13302,5580,9439,-4394,1349,160726.00,0.00,3.982318725585938,1.670526123046875,72.01385498046875,-1.2729212154675393
8895,16414,3957,10085,-4394,1349,160726.00,0.00,4.913981323242187,1.1846365356445314,76.94244384765625,-1.2729212154675393
8931,15794,3026,13504,-4336,1827,160726.00,0.00,4.728367309570313,0.9059161376953125,103.02734375,-1.1720161491754202
8966,11444,1246,10393,-4336,1827,160726.00,0.00,3.426075439453125,0.3730242919921875,79.29229736328125,-1.1720161491754202
9001,13849,1459,6584,-4336,1827,160726.00,0.00,4.146078186035156,0.4367916870117188,50.23193359375,-1.1720161491754202
9036,16247,389,8691,-4244,2240,160726.00,0.00,4.863985290527344,0.11645782470703125,66.30706787109375,-1.0851537567999125
9071,13945,753,8139,-4244,2240,160726.00,0.00,4.174818420410157,0.22543121337890626,62.09564208984375,-1.0851537567999125
9106,15100,1454,6092,-4244,2240,160726.00,0.00,4.520599365234375,0.43529479980468755,46.478271484375,-1.0851537567999125
9141,15443,-539,7118,-4084,2524,160726.00,0.00,4.623285827636719,-0.16136444091796875,54.3060302734375,-1.0172309705191653
9176,14905,-841,5881,-4084,2524,160726.00,0.00,4.462220764160157,-0.2517764282226563,44.86846923828125,-1.0172309705191653
9211,17040,-1674,4905,-4084,2524,160726.00,0.00,5.1013916015625,-0.5011578369140626,37.42218017578125,-1.0172309705191653
9246,16781,-1401,3965,-3868,2803,160726.00,0.00,5.023852844238282,-0.4194277954101563,30.25054931640625,-0.943708466963335
9281,17972,-1830,3889,-3868,2803,160726.00,0.00,5.380411376953125,-0.5478607177734375,29.67071533203125,-0.943708466963335
9316,17265,-4023,3695,-3868,2803,160726.00,0.00,5.168751525878906,-1.204395446777344,28.19061279296875,-0.943708466963335
9350,16385,-4633,1623,-3685,2948,160726.00,0.00,4.905299377441406,-1.3870156860351563,12.38250732421875,-0.8960553845713439
9383,15716,-5016,766,-3685,2948,160726.00,0.00,4.705015869140626,-1.50167724609375,5.8441162109375,-0.8960553845713439
9416,16862,-3976,1101,-3685,2948,160726.00,0.00,5.0481024169921875,-1.1903247070312502,8.39996337890625,-0.8960553845713439
9449,15433,-4143,904,-3590,2995,160726.00,0.00,4.620292053222657,-1.2403207397460938,6.89697265625,-0.8755103305379437
9482,15508,-4206,-275,-3590,2995,160726.00,0.00,4.642745361328125,-1.2591815185546875,-2.09808349609375,-0.8755103305379437
9515,15632,-3470,412,-3590,2995,160726.00,0.00,4.6798681640625,-1.0388397216796876,3.143310546875,-0.8755103305379437
9548,14642,-4422,649,-3466,3031,160726.00,0.00,4.383484497070313,-1.3238470458984375,4.95147705078125,-0.8522523625112677
9581,15928,-5046,58,-3466,3031,160726.00,0.00,4.768483886718751,-1.5106585693359376,0.4425048828125,-0.8522523625112677
9614,12797,-5132,-584,-3466,3031,160726.00,0.00,3.8311331176757815,-1.5364050292968752,-4.45556640625,-0.8522523625112677
9647,16865,-3525,-3063,-3280,3021,160726.00,0.00,5.049000549316406,-1.0553054809570312,-23.36883544921875,-0.8264796234854604
9680,16851,-4483,-1336,-3280,3021,160726.00,0.00,5.044809265136719,-1.3421090698242188,-10.19287109375,-0.8264796234854604
9713,16061,-2736,-2135,-3280,3021,160726.00,0.00,4.808301086425781,-0.8190966796875,-16.28875732421875,-0.8264796234854604
9746,16094,-2836,-1601,-3112,2956,160726.00,0.00,4.818180541992188,-0.849034423828125,-12.21466064453125,-0.8111011372039796
9779,17059,-2963,-569,-3112,2956,160726.00,0.00,5.107079772949219,-0.8870553588867188,-4.34112548828125,-0.8111011372039796
9812,10653,-5036,-3242,-3112,2956,160726.00,0.00,3.1892678833007815,-1.507664794921875,-24.7344970703125,-0.8111011372039796
9845,16642,-2866,-2653,-3042,2963,160726.00,0.00,4.982239379882813,-0.8580157470703126,-20.24078369140625,-0.7985531080929382
9878,15771,-3427,-1960,-3042,2963,160726.00,0.00,4.721481628417969,-1.0259664916992188,-14.95361328125,-0.7985531080929382
9912,13715,-3779,-1840,-3042,2963,160726.00,0.00,4.105961608886719,-1.131347351074219,-14.0380859375,-0.7985531080929382
9948,16488,-2256,-3861,-3094,2882,160728.00,0.00,4.93613525390625,-0.6753955078125,-29.45709228515625,-0.8208585271258353
9983,15984,-2334,-2583,-3094,2882,160728.00,0.00,4.7852490234375,-0.6987469482421875,-19.70672607421875,-0.8208585271258353
10018,15220,-2188,-4712,-3094,2882,160728.00,0.00,4.556524658203125,-0.6550378417968751,-35.94970703125,-0.8208585271258353
10053,15035,-2209,-5025,-3181,2868,160728.00,0.00,4.501139831542969,-0.6613247680664063,-38.33770751953125,-0.8370961466236964
10088,15920,-1098,-4395,-3181,2868,160728.00,0.00,4.7660888671875,-0.32871643066406253,-33.53118896484375,-0.8370961466236964
10123,13649,-1385,-6177,-3181,2868,160728.00,0.00,4.086202697753906,-0.41463775634765626,-47.12677001953125,-0.8370961466236964
10158,15482,2031,-8522,-3286,2707,160728.00,0.00,4.634961547851563,0.6080355834960938,-65.0177001953125,-0.8817119556462465
10193,15570,512,-8635,-3286,2707,160728.00,0.00,4.661306762695313,0.15328125,-65.87982177734375,-0.8817119556462465
10228,16529,1973,-10191,-3286,2707,160728.00,0.00,4.948409729003907,0.5906716918945313,-77.75115966796875,-0.8817119556462465
10263,14037,2467,-10165,-3560,2421,160728.00,0.00,4.202361145019531,0.7385641479492188,-77.55279541015625,-0.9735812535574513
10298,18192,3670,-9949,-3560,2421,160728.00,0.00,5.446274414062501,1.0987152099609376,-75.90484619140625,-0.9735812535574513
10333,14921,3681,-8747,-3560,2421,160728.00,0.00,4.4670108032226565,1.1020083618164063,-66.73431396484375,-0.9735812535574513
10366,14674,6070,-8366,-3668,1954,160728.00,0.00,4.393064575195313,1.8172210693359376,-63.8275146484375,-1.0813202324578215
10400,13713,4377,-8399,-3668,1954,160728.00,0.00,4.105362854003906,1.3103750610351563,-64.07928466796875,-1.0813202324578215
10433,12808,5510,-8735,-3668,1954,160728.00,0.00,3.8344262695312503,1.6495697021484377,-66.64276123046875,-1.0813202324578215
10466,12898,7810,-10809,-3660,1563,160728.00,0.00,3.8613702392578126,2.3381378173828127,-82.46612548828125,-1.1671912863105887
10499,10687,6427,-11060,-3660,1563,160728.00,0.00,3.199446716308594,1.9240988159179688,-84.381103515625,-1.1671912863105887
10532,11503,8020,-10607,-3660,1563,160728.00,0.00,3.443738708496094,2.401007080078125,-80.92498779296875,-1.1671912863105887
10565,10163,8309,-10130,-3457,1105,160728.00,0.00,3.0425729370117187,2.4875271606445315,-77.2857666015625,-1.2614187903131742
10598,8322,9776,-10106,-3457,1105,160728.00,0.00,2.4914190673828127,2.9267138671875,-77.1026611328125,-1.2614187903131742
10631,8781,9235,-10036,-3457,1105,160728.00,0.00,2.6288333129882813,2.764750671386719,-76.568603515625,-1.2614187903131742
10664,7649,9365,-8454,-3018,786,160728.00,0.00,2.2899380493164063,2.8036697387695315,-64.4989013671875,-1.3160186306076709
10697,5988,9408,-7893,-3018,786,160728.00,0.00,1.7926721191406252,2.8165429687500003,-60.21881103515625,-1.3160186306076709
10730,5385,9264,-7129,-3018,786,160728.00,0.00,1.6121475219726564,2.7734326171875003,-54.38995361328125,-1.3160186306076709
10763,3031,8767,-7125,-2496,751,160728.00,0.00,0.9074130249023438,2.624642028808594,-54.35943603515625,-1.278531095349141
10796,4729,8443,-7003,-2496,751,160728.00,0.00,1.4157559204101564,2.527643737792969,-53.42864990234375,-1.278531095349141
10829,1543,8503,-6769,-2496,751,160728.00,0.00,0.46193939208984375,2.545606384277344,-51.64337158203125,-1.278531095349141
10862,1885,7933,-7471,-2068,750,160728.00,0.00,0.5643264770507813,2.3749612426757816,-56.99920654296875,-1.2228797582990054
10895,-231,7133,-7057,-2068,750,160728.00,0.00,-0.06915618896484375,2.1354592895507816,-53.84063720703125,-1.2228797582990054
10931,-1409,7100,-7202,-2068,750,160728.00,0.00,-0.4218228149414063,2.125579833984375,-54.9468994140625,-1.2228797582990054
10966,-1726,6337,-6003,-1704,908,160728.00,0.00,-0.5167254638671875,1.8971548461914063,-45.79925537109375,-1.081204586681352
11001,-3171,6766,-4897,-1704,908,160728.00,0.00,-0.9493258666992188,2.0255877685546877,-37.36114501953125,-1.081204586681352
11036,-2276,6860,-2533,-1704,908,160728.00,0.00,-0.681383056640625,2.053729248046875,-19.32525634765625,-1.081204586681352
11071,-2748,6658,-805,-1501,1119,160728.00,0.00,-0.822689208984375,1.9932550048828126,-6.14166259765625,-0.9301795172353821
11106,-2209,6529,-512,-1501,1119,160728.00,0.00,-0.6613247680664063,1.9546353149414064,-3.90625,-0.9301795172353821
11141,-2301,6307,272,-1501,1119,160728.00,0.00,-0.6888674926757813,1.888173522949219,2.0751953125,-0.9301795172353821
11176,-2330,6702,1453,-1532,1351,160728.00,0.00,-0.6975494384765626,2.006427612304688,11.08551025390625,-0.8480976963556487
11211,-908,6056,2576,-1532,1351,160728.00,0.00,-0.271834716796875,1.81302978515625,19.6533203125,-0.8480976963556487
11246,-938,6741,3374,-1532,1351,160728.00,0.00,-0.2808160400390625,2.0181033325195314,25.7415771484375,-0.8480976963556487
11281,400,6296,4396,-1606,1473,160728.00,0.00,0.1197509765625,1.88488037109375,33.538818359375,-0.8285671701424638
11316,444,5784,4702,-1606,1473,160728.00,0.00,0.132923583984375,1.73159912109375,35.8734130859375,-0.8285671701424638
11350,-392,5402,4683,-1606,1473,160728.00,0.00,-0.11735595703125,1.6172369384765626,35.72845458984375,-0.8285671701424638
11383,5409,7279,5188,-1979,1580,160728.00,0.00,1.6193325805664063,2.179168395996094,39.581298828125,-0.8970421249233121
11416,4067,5539,5561,-1979,1580,160728.00,0.00,1.2175680541992189,1.6582516479492189,42.42706298828125,-0.8970421249233121
11449,4529,6170,6153,-1979,1580,160728.00,0.00,1.3558804321289064,1.8471588134765626,46.94366455078125,-0.8970421249233121
11482,6486,6660,6587,-2548,1608,160728.00,0.00,1.9417620849609376,1.9938537597656252,50.25482177734375,-1.0078345285715946
11515,7867,6289,6134,-2548,1608,160728.00,0.00,2.355202331542969,1.8827847290039064,46.7987060546875,-1.0078345285715946
11548,8252,6308,3975,-2548,1608,160728.00,0.00,2.4704626464843753,1.888472900390625,30.32684326171875,-1.0078345285715946
11581,11177,6692,3622,-3235,1648,160728.00,0.00,3.3461416625976566,2.003433837890625,27.6336669921875,-1.0996346931618945
11614,10475,6143,3565,-3235,1648,160728.00,0.00,3.1359786987304688,1.8390756225585938,27.19879150390625,-1.0996346931618945
11647,11137,5451,2993,-3235,1648,160728.00,0.00,3.3341665649414063,1.631906433105469,22.83477783203125,-1.0996346931618945
11680,12676,7073,2061,-3768,1624,160728.00,0.00,3.7949084472656254,2.1174966430664064,15.72418212890625,-1.1638564122932782
11713,13233,6945,2446,-3768,1624,160728.00,0.00,3.9616616821289066,2.079176330566406,18.6614990234375,-1.1638564122932782
11746,13514,6062,2532,-3768,1624,160728.00,0.00,4.045786743164062,1.8148260498046875,19.317626953125,-1.1638564122932782
11779,14180,6123,2167,-4172,1622,160728.00,0.00,4.2451721191406255,1.833088073730469,16.53289794921875,-1.1999975770218776
11812,13129,6309,1653,-4172,1622,160728.00,0.00,3.9305264282226564,1.8887722778320313,12.61138916015625,-1.1999975770218776
11845,14050,6246,907,-4172,1622,160728.00,0.00,4.2062530517578125,1.8699114990234376,6.91986083984375,-1.1999975770218776
11878,14764,6466,47,-4357,1619,160728.00,0.00,4.420008544921875,1.9357745361328127,0.35858154296875,-1.215022147442524
11912,14458,6108,-318,-4357,1619,160728.00,0.00,4.328399047851563,1.828597412109375,-2.4261474609375,-1.215022147442524
11948,14555,5587,-1294,-4357,1619,160730.00,0.00,4.357438659667969,1.6726217651367188,-9.8724365234375,-1.215022147442524
11983,14796,6365,-1262,-4381,1647,160730.00,0.00,4.429588623046875,1.9055374145507813,-9.6282958984375,-1.211200429774243
12018,13856,5840,-3994,-4381,1647,160730.00,0.00,4.1481738281250005,1.7483642578125,-30.4718017578125,-1.211200429774243
12053,14448,6848,-4034,-4381,1647,160730.00,0.00,4.3254052734375,2.05013671875,-30.7769775390625,-1.211200429774243
12088,12648,6426,-5095,-4340,1559,160730.00,0.00,3.78652587890625,1.9237994384765627,-38.87176513671875,-1.2259344481038519
12123,14620,6450,-5029,-4340,1559,160730.00,0.00,4.376898193359375,1.9309844970703125,-38.36822509765625,-1.2259344481038519
12158,12464,6074,-2730,-4340,1559,160730.00,0.00,3.7314404296875003,1.8184185791015626,-20.8282470703125,-1.2259344481038519
12193,10457,5321,-5699,-4234,1432,160730.00,0.00,3.130589904785156,1.5929873657226563,-43.47991943359375,-1.2446592149952653
12228,11401,6513,-5136,-4234,1432,160730.00,0.00,3.4132022094726566,1.9498452758789064,-39.1845703125,-1.2446592149952653
12263,9354,5745,-3968,-4234,1432,160730.00,0.00,2.8003765869140627,1.7199234008789064,-30.2734375,-1.2446592149952653
12298,10011,6311,-7030,-4058,1310,160730.00,0.00,2.997067565917969,1.8893710327148439,-53.6346435546875,-1.2585382194043924
12333,10400,7826,-5074,-4058,1310,160730.00,0.00,3.113525390625,2.3429278564453124,-38.7115478515625,-1.2585382194043924
12366,8476,6236,-4987,-3858,1216,160730.00,0.00,2.537523193359375,1.866917724609375,-38.04779052734375,-1.2654633745893908
12400,7428,6272,-6522,-3858,1216,160730.00,0.00,2.2237756347656252,1.8776953125,-49.7589111328125,-1.2654633745893908
12433,8149,6075,-5510,-3858,1216,160730.00,0.00,2.4396267700195313,1.8187179565429688,-42.0379638671875,-1.2654633745893908
12466,7661,6635,-5872,-3734,1095,160730.00,0.00,2.2935305786132814,1.986369323730469,-44.7998046875,-1.2855425296809408
12499,7137,6577,-5817,-3734,1095,160730.00,0.00,2.1366567993164063,1.9690054321289063,-44.38018798828125,-1.2855425296809408
12532,5850,5686,-5993,-3734,1095,160730.00,0.00,1.7513580322265625,1.7022601318359376,-45.72296142578125,-1.2855425296809408
12565,7115,6905,-7482,-3655,990,160730.00,0.00,2.130070495605469,2.0672012329101563,-57.0831298828125,-1.3062813922834804
12598,6218,6256,-5593,-3655,990,160730.00,0.00,1.8615289306640626,1.8729052734375,-42.67120361328125,-1.3062813922834804
12631,5402,6372,-5798,-3655,990,160730.00,0.00,1.6172369384765626,1.907633056640625,-44.2352294921875,-1.3062813922834804
12664,7085,8541,-6265,-3655,990,160730.00,0.00,2.1210891723632814,2.5569827270507814,-47.79815673828125,-1.3062813922834804
12697,5141,6482,-5458,-3598,758,160730.00,0.00,1.5390994262695312,1.9405645751953127,-41.6412353515625,-1.3631600325677982
12730,6553,8719,-6796,-3598,758,160730.00,0.00,1.9618203735351563,2.6102719116210937,-51.849365234375,-1.3631600325677982
12763,6787,8997,-6255,-3598,758,160730.00,0.00,2.031874694824219,2.6934988403320315,-47.72186279296875,-1.3631600325677982
12796,5496,9421,-5473,-3656,391,160730.00,0.00,1.64537841796875,2.8204348754882815,-41.75567626953125,-1.4642538143407684
12829,6231,10671,-6816,-3656,391,160730.00,0.00,1.8654208374023438,3.194656677246094,-52.001953125,-1.4642538143407684
12862,6643,11253,-6324,-3656,391,160730.00,0.00,1.9887643432617188,3.3688943481445315,-48.248291015625,-1.4642538143407684
12895,6881,12132,-6977,-3734,-62,160730.00,0.00,2.0600161743164063,3.6320471191406254,-53.23028564453125,-1.5873989789557865
12931,6064,11768,-4996,-3734,-62,160730.00,0.00,1.8154248046875001,3.52307373046875,-38.116455078125,-1.5873989789557865
12966,6589,12011,-5634,-3734,-62,160730.00,0.00,1.9725979614257814,3.595822448730469,-42.9840087890625,-1.5873989789557865
13001,6049,12595,-4311,-3684,-448,160730.00,0.00,1.8109341430664063,3.770658874511719,-32.89031982421875,-1.6918090877972434
13036,4460,12968,-3421,-3684,-448,160730.00,0.00,1.3352233886718752,3.88232666015625,-26.10015869140625,-1.6918090877972434
13071,6804,15240,-3507,-3684,-448,160730.00,0.00,2.036964111328125,4.56251220703125,-26.75628662109375,-1.6918090877972434
13106,8027,16774,-436,-3617,-624,160730.00,0.00,2.403102722167969,5.021757202148438,-3.326416015625,-1.7416333778632096
13141,3657,13929,2175,-3617,-624,160730.00,0.00,1.0948233032226562,4.170028381347657,16.59393310546875,-1.7416333778632096
13176,5894,16472,4887,-3648,-521,160730.00,0.00,1.7645306396484375,4.93134521484375,37.28485107421875,-1.7126550039956945
13211,6993,14873,6199,-3648,-521,160730.00,0.00,2.0935464477539063,4.452640686035156,47.29461669921875,-1.7126550039956945
13246,6012,13880,5399,-3648,-521,160730.00,0.00,1.799857177734375,4.1553588867187505,41.19110107421875,-1.7126550039956945
13281,5821,14219,5787,-3763,-114,160730.00,0.00,1.7426760864257813,4.256847839355469,44.15130615234375,-1.6010820412082936
13316,5430,11306,5575,-3763,-114,160730.00,0.00,1.6256195068359376,3.3847613525390625,42.53387451171875,-1.6010820412082936
13350,8034,13274,4562,-3763,-114,160730.00,0.00,2.4051983642578127,3.9739361572265626,34.8052978515625,-1.6010820412082936
13383,8099,12609,4850,-3788,413,160730.00,0.00,2.424657897949219,3.7748501586914065,37.0025634765625,-1.4621967755179777
13416,6352,10537,5609,-3788,413,160730.00,0.00,1.9016455078125,3.1545401000976563,42.79327392578125,-1.4621967755179777
13449,7383,9229,4441,-3788,413,160730.00,0.00,2.210303649902344,2.7629544067382814,33.88214111328125,-1.4621967755179777
13482,8731,10227,3551,-3715,894,160730.00,0.00,2.6138644409179688,3.061733093261719,27.09197998046875,-1.3346405907473344
13515,8160,8465,5162,-3715,894,160730.00,0.00,2.442919921875,2.5342300415039065,39.3829345703125,-1.3346405907473344
13548,7771,7829,6682,-3715,894,160730.00,0.00,2.326462097167969,2.3438259887695314,50.9796142578125,-1.3346405907473344
13581,9133,6705,8095,-3712,1427,160730.00,0.00,2.7342141723632816,2.0073257446289063,61.75994873046875,-1.203784974244768
13614,7705,6241,7894,-3712,1427,160730.00,0.00,2.3067031860351563,1.8684146118164064,60.2264404296875,-1.203784974244768
13647,10066,6002,10345,-3712,1427,160730.00,0.00,3.0135333251953127,1.7968634033203126,78.92608642578125,-1.203784974244768
13680,12876,5244,13596,-3711,2016,160730.00,0.00,3.8547839355468754,1.569935302734375,103.729248046875,-1.073150380162878
13713,9464,3440,14849,-3711,2016,160730.00,0.00,2.8333081054687503,1.0298583984375,113.28887939453125,-1.073150380162878
13746,12466,3275,13741,-3711,2016,160730.00,0.00,3.7320391845703127,0.9804611206054688,104.83551025390625,-1.073150380162878
13779,14955,2949,12749,-3711,2016,160730.00,0.00,4.477189636230469,0.8828640747070313,97.26715087890625,-1.073150380162878
13812,12696,1118,10015,-3827,2537,160730.00,0.00,3.8008959960937503,0.3347039794921875,76.40838623046875,-0.9853911200036295
13845,13736,590,7068,-3827,2537,160730.00,0.00,4.11224853515625,0.17663269042968752,53.924560546875,-0.9853911200036295
13878,16179,1203,5666,-3827,2537,160730.00,0.00,4.843627624511719,0.36015106201171876,43.2281494140625,-0.9853911200036295
13912,18280,2280,5266,-3936,2697,160730.00,0.00,5.4726196289062505,0.6825805664062501,40.1763916015625,-0.9700633332179391
13948,15506,344,5571,-3936,2697,160732.00,0.00,4.642146606445313,0.10298583984375001,42.50335693359375,-0.9700633332179391
13983,19376,1566,705,-3936,2697,160732.00,0.00,5.8007373046875,0.46882507324218753,5.37872314453125,-0.9700633332179391
14018,17938,1734,1402,-4025,2706,160732.00,0.00,5.3702325439453125,0.5191204833984375,10.6964111328125,-0.9789051398851079
14053,19156,-3838,635,-4025,2706,160732.00,0.00,5.7348742675781255,-1.1490106201171875,4.84466552734375,-0.9789051398851079
14088,15501,-1198,-3091,-4089,2661,160732.00,0.00,4.640649719238281,-0.35865417480468753,-23.58245849609375,-0.993879743569378
14123,15506,-26,-9479,-4089,2661,160732.00,0.00,4.642146606445313,-0.0077838134765625,-72.31903076171875,-0.993879743569378
14158,15943,423,-13652,-4089,2661,160732.00,0.00,4.772974548339844,0.12663665771484375,-104.156494140625,-0.993879743569378
14193,15253,1079,-15764,-4286,2250,160732.00,0.00,4.566404113769532,0.32302825927734374,-120.269775390625,-1.0873767613244487
14228,15193,2963,-15992,-4286,2250,160732.00,0.00,4.548441467285157,0.8870553588867188,-122.00927734375,-1.0873767613244487
14263,13475,3605,-16296,-4286,2250,160732.00,0.00,4.034111022949219,1.0792556762695313,-124.32861328125,-1.0873767613244487
14298,13557,5611,-16863,-4413,1604,160732.00,0.00,4.058659973144532,1.6798068237304689,-128.65447998046875,-1.2221708862660579
14333,12472,6652,-14064,-4413,1604,160732.00,0.00,3.73383544921875,1.991458740234375,-107.2998046875,-1.2221708862660579
14366,9448,7351,-15076,-4413,1604,160732.00,0.00,2.82851806640625,2.2007235717773437,-115.020751953125,-1.2221708862660579
14400,11600,7756,-15093,-4326,993,160732.00,0.00,3.4727783203125,2.321971435546875,-115.15045166015625,-1.3451626841511601
14433,10885,8643,-11673,-4326,993,160732.00,0.00,3.2587234497070314,2.587519226074219,-89.05792236328125,-1.3451626841511601
14466,7555,7715,-13889,-4326,993,160732.00,0.00,2.261796569824219,2.309696960449219,-105.96466064453125,-1.3451626841511601
14499,10499,11467,-12397,-4232,370,160732.00,0.00,3.143163757324219,3.432961120605469,-94.58160400390625,-1.483588964131117
